Track ID,Track Name,Artist Name,Album Name,Release Date,Genre,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration (ms),Time Signature,Track Popularity,User ID,Listen Count,Playlist Count,Skip Count,Like Count,Share Count,Listen Date/Time,Skip Date/Time,User Age,User Gender,User Location
119,Song P,Artist P,Album P,2022-12-13,Pop,0.36,0.75,11,-13.67,1,0.31,0.31,0.1,0.95,0.6,199.7,273367,4,98,1661,16,6,2,5,1,2024-05-29 03:18,2024-05-29 03:18,64,Male,Canada
120,Song Q,Artist Q,Album Q,2023-01-15,Classical,0.18,0.63,9,-9.51,1,0.38,0.3,0.61,0.02,0.95,132.15,172945,5,1,1432,24,10,2,9,1,2023-12-11 03:18,2023-12-11 03:18,64,Male,Canada
121,Song R,Artist R,Album R,2019-11-28,Classical,0.05,0.15,4,-5.05,1,0.8,0.1,0.12,0.92,0.47,124.86,290543,5,53,1778,38,3,6,1,4,2024-04-29 03:18,2024-04-29 03:18,49,Male,Australia
122,Song S,Artist S,Album S,2022-10-19,Jazz,0.47,0.18,1,-15.17,0,0.94,0.78,0.24,0.11,0.08,156.27,268497,4,78,1821,48,3,9,6,4,2024-01-05 03:18,2024-01-05 03:18,63,Non-Binary,UK
123,Song T,Artist T,Album T,2015-10-29,Classical,0.04,0.56,9,-28.27,0,0.94,0.53,0.56,0.48,0.55,69.8,168130,5,83,1646,48,5,6,7,0,2024-02-02 03:18,,54,Male,Australia
124,Song U,Artist U,Album U,2016-01-23,Hip-Hop,0.29,0.12,10,-42.62,0,0.24,0.33,0.89,0.87,0.85,107.34,225664,5,6,1237,17,10,7,2,0,2023-12-15 03:18,,62,Male,UK
125,Song V,Artist V,Album V,2023-06-29,Classical,0.85,0.64,6,-34.43,0,0.98,0.84,0.02,0.4,0.08,180.74,94219,4,62,1674,50,3,1,0,1,2023-11-02 03:18,2023-11-02 03:18,18,Female,Canada
126,Song W,Artist W,Album W,2014-10-25,Classical,0.48,0.66,7,-14.19,0,0.48,0.69,0.25,0.35,0.8,128.19,241187,4,87,1149,18,2,1,6,2,2024-04-18 03:18,2024-04-18 03:18,37,Male,Australia
127,Song X,Artist X,Album X,2015-10-02,Rock,0.89,0.42,11,-16.36,1,0.18,0.55,0.32,0.99,0.34,185.52,166704,3,63,1894,22,1,7,7,4,2023-10-11 03:18,,49,Female,Germany
128,Song Y,Artist Y,Album Y,2017-09-16,Jazz,0.69,0.33,11,-43.14,0,0.22,0.24,0.64,0.9,0.98,77.7,124954,3,62,1754,16,6,10,1,0,2024-02-21 03:18,,49,Non-Binary,Canada
129,Song Z,Artist Z,Album Z,2018-06-30,Classical,0.19,0.59,2,-29.46,0,0.5,0.21,0.47,0.31,0.13,162.59,60935,5,100,1490,15,3,9,2,1,2023-11-19 03:18,2023-11-19 03:18,48,Non-Binary,Australia
130,Song A,Artist A,Album A,2018-08-28,Rock,0.78,0.51,2,-0.89,1,0.83,0.09,0.15,0.77,0.3,158.61,240725,3,50,1883,8,0,8,1,0,2024-02-12 03:18,2024-02-12 03:18,35,Female,Canada
131,Song B,Artist B,Album B,2015-05-07,Classical,0.41,0.79,2,-23.36,1,0.78,0.3,0.1,0.65,0.55,89.66,115621,4,35,1643,24,0,8,0,0,2023-07-17 03:18,2023-07-17 03:18,26,Female,Canada
132,Song C,Artist C,Album C,2017-10-07,Pop,0.07,0.47,3,-45.08,0,0.57,0.74,0.04,0.48,0.5,148.03,121681,5,26,1007,3,1,10,9,0,2023-08-02 03:18,,58,Non-Binary,UK
133,Song D,Artist D,Album D,2016-12-31,Hip-Hop,0.71,0.72,0,-59.64,0,0.14,0.17,0.53,0.42,0.85,115.69,73309,5,72,1021,7,10,4,9,0,2024-02-24 03:18,,33,Female,Germany
134,Song E,Artist E,Album E,2017-12-30,Classical,0.42,0.39,0,-52.62,0,0.5,0.97,0.98,0.24,0.55,89.14,61348,4,41,1442,4,2,10,7,3,2023-08-11 03:18,,28,Male,Germany
135,Song F,Artist F,Album F,2014-09-29,Rock,0.41,0.81,8,-36.48,0,0.91,0.27,0.73,0.25,0.51,114.16,104466,3,59,1709,16,10,9,3,5,2024-02-27 03:18,,60,Non-Binary,Germany
136,Song G,Artist G,Album G,2020-03-09,Pop,0.44,0.57,11,-26.79,0,0.61,0.73,0.69,0.14,0.01,184.78,284594,5,36,1865,20,6,1,9,0,2023-06-20 03:18,2023-06-20 03:18,51,Male,UK
137,Song H,Artist H,Album H,2014-07-23,Jazz,0.45,0.28,3,-32.97,0,0.47,0.55,0.25,0.82,0.22,151.49,164956,3,12,1442,18,4,7,6,3,2024-06-02 03:18,2024-06-02 03:18,30,Female,USA
138,Song I,Artist I,Album I,2016-01-11,Hip-Hop,0.73,0.4,1,-46.57,1,0.22,0.09,0.22,0.23,0.03,155.16,225457,5,65,1021,37,4,0,2,4,2024-03-25 03:18,2024-03-25 03:18,22,Female,Australia
139,Song J,Artist J,Album J,2015-06-14,Jazz,0.53,0.77,11,-13.92,1,0.96,0.42,0.87,0.54,0.59,147.93,122978,4,31,1121,18,2,2,8,1,2024-03-01 03:18,2024-03-01 03:18,49,Male,Australia
140,Song K,Artist K,Album K,2015-05-17,Rock,0.38,0.89,9,-51.16,0,0.7,0.45,0.71,0.49,0.58,157.22,284725,3,64,1773,26,2,1,1,0,2023-11-08 03:18,2023-11-08 03:18,36,Male,USA
141,Song L,Artist L,Album L,2019-12-15,Hip-Hop,0.93,0.89,1,-22.88,1,0.09,0.02,0.43,0.61,0.23,131.76,117990,5,60,1541,15,10,3,5,1,2024-06-02 03:18,,36,Female,Australia
142,Song M,Artist M,Album M,2021-02-10,Rock,0.71,0.89,7,-36.92,1,0.26,0.74,0.13,0.56,0.49,147.56,226593,3,3,1370,14,1,3,10,4,2024-04-02 03:18,2024-04-02 03:18,52,Non-Binary,USA
143,Song N,Artist N,Album N,2019-04-20,Rock,0.78,0.32,11,-27.8,0,0.56,0.79,0.03,0.74,0.65,152.07,231811,4,53,1441,42,1,6,5,3,2023-07-05 03:18,,62,Male,Canada
144,Song O,Artist O,Album O,2023-08-28,Jazz,0.85,0.78,10,-32.7,0,0.78,0.73,0.04,0.76,0.82,108.47,166457,4,66,1858,4,5,1,2,4,2024-04-05 03:18,2024-04-05 03:18,37,Male,Australia
145,Song P,Artist P,Album P,2018-03-09,Rock,0.22,0.29,5,-49.57,1,0.59,0.59,0.57,0.86,0.25,147.47,161335,4,64,1232,24,3,10,4,5,2023-11-26 03:18,,38,Female,UK
146,Song Q,Artist Q,Album Q,2015-09-24,Rock,0.18,0.53,3,-30.41,0,0.86,0.79,0.12,0.91,0.54,82.35,158229,5,49,1603,6,1,0,10,2,2023-06-18 03:18,2023-06-18 03:18,53,Male,Australia
147,Song R,Artist R,Album R,2016-10-21,Hip-Hop,0.21,0.49,3,-54.75,1,0.81,0.24,0.31,0.99,0.49,110.84,257396,3,65,1847,39,8,5,0,4,2024-02-26 03:18,,50,Female,Germany
148,Song S,Artist S,Album S,2020-11-18,Jazz,0.62,0.77,4,-45.43,0,0.08,0.24,0.87,0.2,0.93,196.31,218766,5,57,1978,15,10,9,7,1,2024-04-03 03:18,2024-04-03 03:18,33,Non-Binary,USA
149,Song T,Artist T,Album T,2017-05-27,Classical,0.8,0.82,9,-30.65,1,0.4,0.9,0.04,0.21,0.69,129.86,156854,3,76,1979,34,5,4,0,0,2023-09-30 03:18,,46,Male,Germany
150,Song U,Artist U,Album U,2023-07-05,Jazz,0.52,0.66,7,-0.7,1,0.81,0.22,0.66,0.76,0.3,188.25,283980,3,20,1136,8,0,0,7,5,2023-11-28 03:18,,43,Male,UK
151,Song V,Artist V,Album V,2014-09-14,Pop,0.08,0.34,8,-20.26,1,0.83,0.61,0.75,0.05,0.47,119.79,116875,4,74,1900,5,10,9,3,2,2023-11-15 03:18,2023-11-15 03:18,43,Male,UK
152,Song W,Artist W,Album W,2016-03-07,Hip-Hop,0.1,0.93,0,-30.57,1,0.72,0.15,0.75,0.57,0.91,169.36,83298,4,59,1280,42,0,9,0,4,2024-05-20 03:18,2024-05-20 03:18,21,Male,Germany
153,Song X,Artist X,Album X,2016-11-15,Rock,0.8,0.51,9,-50.89,0,0.18,0.18,0.69,0.24,0.37,137.32,185723,4,18,1028,35,9,9,3,4,2023-10-07 03:18,2023-10-07 03:18,18,Male,Canada
154,Song Y,Artist Y,Album Y,2020-10-06,Hip-Hop,0.55,0.91,11,-38.85,0,0.91,0.7,0.62,0.26,0.48,132.14,107499,5,5,1173,16,4,1,4,0,2023-10-25 03:18,2023-10-25 03:18,46,Male,Canada
155,Song Z,Artist Z,Album Z,2014-12-25,Hip-Hop,0.83,0.52,0,-17.11,0,0.55,0.9,0.02,0.23,0.3,139.17,283625,3,35,1932,15,1,2,8,2,2023-08-10 03:18,,33,Male,Canada
156,Song A,Artist A,Album A,2023-04-07,Jazz,0.04,0.5,9,-42.76,0,0.55,0.33,0.8,0.25,0.32,174.29,195515,5,15,1534,48,1,5,0,3,2024-04-13 03:18,2024-04-13 03:18,46,Female,Germany
157,Song B,Artist B,Album B,2017-09-14,Hip-Hop,0.89,0.94,0,-4.5,0,0.07,0.69,0.54,0.84,0.67,128.28,244115,5,87,1395,6,6,10,3,3,2023-08-18 03:18,2023-08-18 03:18,25,Non-Binary,Australia
158,Song C,Artist C,Album C,2018-12-23,Jazz,0.97,0.69,4,-29.29,0,0.79,0.4,0.27,0.87,0.23,151.81,146402,3,99,1216,25,3,1,8,1,2023-07-03 03:18,,29,Female,USA
159,Song D,Artist D,Album D,2015-10-19,Rock,0.49,0.35,11,-57.82,1,0.15,0.86,0.59,0.95,0.38,173.13,266262,3,54,1319,30,1,7,3,2,2024-06-03 03:18,,48,Female,Germany
160,Song E,Artist E,Album E,2014-11-08,Jazz,0.46,0.01,7,-58.03,1,0.21,0.71,0.21,0.01,0.66,118.71,264541,4,18,1024,18,7,2,2,0,2023-08-21 03:18,2023-08-21 03:18,60,Female,Canada
161,Song F,Artist F,Album F,2015-03-18,Rock,0.82,0.73,5,-37.7,0,0.42,0.47,0.08,0.44,0.33,63.32,107648,5,68,1888,4,8,7,4,0,2024-05-19 03:18,2024-05-19 03:18,37,Non-Binary,UK
162,Song G,Artist G,Album G,2022-07-16,Classical,0.86,0.62,0,-11.35,1,0.8,0.05,0.82,0.41,0.59,86.71,297163,4,20,1230,31,5,1,7,0,2023-12-14 03:18,,44,Male,UK
163,Song H,Artist H,Album H,2017-11-13,Classical,0.52,0.55,11,-48.21,0,0.3,0.99,0.36,0.78,0.97,170.21,277776,5,1,1059,6,7,6,4,5,2023-06-23 03:18,2023-06-23 03:18,52,Female,Australia
164,Song I,Artist I,Album I,2014-11-17,Hip-Hop,0.83,0.1,9,-18.45,0,0.82,0.13,0.5,0.42,0.11,172.06,134176,4,15,1826,31,4,4,4,1,2023-11-25 03:18,,24,Non-Binary,UK
165,Song J,Artist J,Album J,2018-09-26,Hip-Hop,0.88,0.66,2,-23.28,1,0.44,0.54,0.82,0.36,0.32,74.07,215481,3,70,1356,8,5,4,4,4,2024-01-04 03:18,2024-01-04 03:18,21,Non-Binary,Australia
166,Song K,Artist K,Album K,2024-04-15,Hip-Hop,0.42,0.7,1,-7.34,0,0.84,0.25,0.76,0.96,0.4,169.09,232911,5,63,1283,8,1,7,3,0,2023-09-21 03:18,,59,Non-Binary,USA
167,Song L,Artist L,Album L,2023-04-07,Pop,0.49,0.8,9,-18.08,1,0.34,0.34,0.47,0.35,0.82,77.44,119833,4,52,1361,37,7,0,0,2,2024-02-25 03:18,2024-02-25 03:18,55,Non-Binary,Australia
168,Song M,Artist M,Album M,2020-12-23,Classical,0.94,0.6,3,-30.58,1,0.39,0.06,0.98,0.34,0.53,169.36,260930,3,0,1599,29,7,5,8,5,2024-01-31 03:18,2024-01-31 03:18,32,Female,USA
169,Song N,Artist N,Album N,2016-12-29,Hip-Hop,0.2,0.39,9,-30.66,0,0.59,0.24,0.32,0.08,0.33,121.67,245814,4,38,1781,23,8,3,9,3,2024-01-08 03:18,2024-01-08 03:18,65,Male,UK
170,Song O,Artist O,Album O,2021-01-04,Hip-Hop,0.87,0.11,10,-51.54,1,0.11,0.23,0.17,0.8,0.38,81.2,108626,4,77,1355,24,3,8,1,3,2024-05-26 03:18,,40,Non-Binary,Australia
171,Song P,Artist P,Album P,2014-12-03,Classical,0.83,1.0,11,-8.2,0,0.21,0.92,0.29,0.89,0.05,129.4,101568,3,94,1024,46,9,4,9,3,2024-04-05 03:18,2024-04-05 03:18,28,Female,UK
172,Song Q,Artist Q,Album Q,2022-03-13,Pop,0.24,0.39,9,-14.51,1,0.32,0.27,0.12,0.48,0.9,89.05,72107,4,39,1128,10,0,3,1,0,2024-01-18 03:18,2024-01-18 03:18,64,Female,Australia
173,Song R,Artist R,Album R,2023-10-18,Pop,0.1,0.55,6,-20.07,1,0.56,0.86,0.78,0.51,0.28,111.27,112280,3,49,1611,14,3,7,9,0,2024-05-30 03:18,2024-05-30 03:18,49,Female,USA
174,Song S,Artist S,Album S,2022-04-15,Jazz,0.98,0.18,8,-15.56,0,0.52,0.96,0.0,0.17,0.45,133.94,206308,5,46,1340,33,2,9,4,2,2023-08-26 03:18,2023-08-26 03:18,64,Non-Binary,Canada
175,Song T,Artist T,Album T,2022-11-19,Hip-Hop,0.12,0.8,1,-49.8,0,0.95,0.9,0.87,0.64,0.76,157.97,231593,3,58,1992,29,2,7,7,0,2023-11-15 03:18,2023-11-15 03:18,27,Male,USA
176,Song U,Artist U,Album U,2016-07-09,Jazz,0.61,0.71,1,-1.05,1,0.7,0.2,0.59,0.55,0.85,120.87,118565,4,75,1617,31,1,10,6,5,2023-12-15 03:18,2023-12-15 03:18,31,Male,Germany
177,Song V,Artist V,Album V,2019-05-13,Rock,0.86,0.45,3,-39.02,1,0.53,0.12,0.49,0.63,0.69,196.25,260865,5,30,1760,22,4,2,4,5,2023-11-30 03:18,2023-11-30 03:18,35,Female,Germany
178,Song W,Artist W,Album W,2015-07-17,Hip-Hop,0.29,0.77,3,-27.56,1,0.59,0.7,0.28,0.44,0.43,95.87,127121,3,83,1070,39,3,7,6,5,2023-10-25 03:18,,65,Female,Australia
179,Song X,Artist X,Album X,2022-10-23,Jazz,0.63,0.18,1,-24.8,0,0.87,0.44,0.62,0.78,0.64,66.23,235295,4,88,1702,2,8,3,3,1,2024-05-17 03:18,2024-05-17 03:18,47,Non-Binary,USA
180,Song Y,Artist Y,Album Y,2016-02-06,Jazz,0.25,0.65,0,-9.99,0,0.2,0.3,0.89,0.87,0.53,123.84,135101,5,55,1654,3,3,5,8,0,2023-10-05 03:18,2023-10-05 03:18,61,Female,USA
181,Song Z,Artist Z,Album Z,2018-03-03,Jazz,0.92,0.33,6,-43.17,1,0.86,0.76,0.61,0.17,1.0,96.29,167340,5,34,1421,20,8,4,4,3,2023-08-26 03:18,,47,Male,UK
182,Song A,Artist A,Album A,2020-06-28,Classical,0.7,0.4,8,-26.15,0,0.36,0.74,0.79,0.65,0.1,93.48,82288,4,60,1553,9,0,8,7,0,2023-12-06 03:18,,60,Male,Canada
183,Song B,Artist B,Album B,2021-11-24,Classical,0.76,0.16,2,-37.14,1,0.41,0.46,0.55,0.55,0.45,159.39,206338,3,22,1039,48,3,9,0,2,2024-05-07 03:18,,64,Female,Australia
184,Song C,Artist C,Album C,2016-01-22,Classical,0.38,0.18,8,-11.71,0,0.9,0.9,0.68,0.18,0.93,69.13,189226,5,51,1989,12,10,10,3,4,2023-10-30 03:18,,23,Female,Canada
185,Song D,Artist D,Album D,2019-08-15,Jazz,0.97,0.01,11,-3.67,0,0.83,0.51,0.1,0.5,0.06,89.68,247606,4,89,1761,18,10,6,4,1,2023-08-30 03:18,2023-08-30 03:18,48,Female,Germany
186,Song E,Artist E,Album E,2016-07-24,Pop,0.14,0.03,0,-22.43,1,0.93,0.11,0.8,0.14,0.79,125.33,262170,3,23,1302,2,2,7,9,2,2024-02-01 03:18,2024-02-01 03:18,61,Non-Binary,USA
187,Song F,Artist F,Album F,2021-07-29,Rock,0.1,0.95,0,-8.84,0,0.84,0.75,0.07,0.34,0.17,109.47,228031,5,82,1462,7,9,3,7,0,2024-01-24 03:18,2024-01-24 03:18,60,Non-Binary,Canada
188,Song G,Artist G,Album G,2018-05-04,Jazz,0.14,0.86,10,-8.8,1,0.04,0.46,0.88,0.49,0.84,63.63,278604,3,58,1841,5,9,1,4,4,2024-03-21 03:18,2024-03-21 03:18,51,Female,Canada
189,Song H,Artist H,Album H,2017-03-11,Pop,0.54,0.28,8,-58.06,0,0.51,0.68,0.55,0.18,0.62,180.27,214415,3,65,1453,38,1,7,4,1,2023-12-21 03:18,2023-12-21 03:18,65,Male,UK
190,Song I,Artist I,Album I,2018-07-04,Jazz,0.99,0.63,7,-13.77,1,0.06,0.39,0.15,0.99,0.13,82.07,166909,3,32,1432,43,0,6,9,4,2023-12-24 03:18,,21,Female,Australia
191,Song J,Artist J,Album J,2021-09-20,Hip-Hop,0.16,0.16,2,-32.21,0,0.43,0.23,0.36,0.44,0.87,134.62,145868,5,77,1764,31,9,0,1,0,2024-01-19 03:18,,52,Non-Binary,USA
192,Song K,Artist K,Album K,2021-10-11,Pop,0.52,0.09,1,-6.0,1,0.13,0.57,0.02,0.54,0.54,74.56,101556,3,12,1144,41,1,1,1,5,2024-01-18 03:18,,19,Non-Binary,UK
193,Song L,Artist L,Album L,2020-02-14,Hip-Hop,0.5,0.6,3,-23.46,0,0.77,0.74,0.48,0.42,0.19,187.37,198319,4,77,1349,17,3,4,4,0,2024-04-03 03:18,2024-04-03 03:18,50,Male,UK
194,Song M,Artist M,Album M,2019-06-30,Hip-Hop,0.66,0.09,7,-10.61,1,0.68,0.87,0.11,0.56,0.06,188.36,98594,3,62,1140,32,5,2,4,5,2023-12-31 03:18,2023-12-31 03:18,57,Female,USA
195,Song N,Artist N,Album N,2022-08-28,Hip-Hop,0.1,0.76,1,-21.41,1,0.87,0.57,0.44,0.9,0.58,178.28,181878,5,8,1688,5,6,5,3,3,2024-06-11 03:18,,26,Non-Binary,Australia
196,Song O,Artist O,Album O,2021-05-20,Jazz,0.28,0.13,9,-32.64,0,0.85,0.66,0.19,0.73,0.26,180.81,129579,3,2,1784,8,5,1,9,3,2024-02-26 03:18,,25,Male,Australia
197,Song P,Artist P,Album P,2018-12-07,Pop,0.29,0.81,8,-15.75,1,0.84,0.09,0.22,1.0,0.3,78.1,91209,3,73,1027,29,6,1,5,4,2024-05-03 03:18,,40,Female,Canada
198,Song Q,Artist Q,Album Q,2019-09-02,Classical,0.09,0.79,5,-26.81,0,0.67,0.38,0.76,0.28,0.36,93.17,121374,4,70,1443,38,10,6,3,2,2024-06-09 03:18,2024-06-09 03:18,29,Non-Binary,USA
199,Song R,Artist R,Album R,2015-03-27,Rock,0.28,0.79,7,-21.23,1,0.69,0.43,0.37,0.99,0.96,133.06,253627,3,86,1935,49,5,2,0,5,2023-10-27 03:18,,25,Female,Australia
200,Song S,Artist S,Album S,2019-12-30,Classical,0.1,0.96,3,-2.43,0,0.63,0.9,0.4,0.54,0.44,69.5,275226,5,51,1873,41,8,6,8,5,2023-11-23 03:18,,59,Female,Australia
201,Song T,Artist T,Album T,2019-12-16,Hip-Hop,0.3,0.68,9,-23.05,0,0.73,0.51,0.08,0.26,0.42,159.85,112020,5,81,1616,13,3,9,8,4,2023-11-21 03:18,2023-11-21 03:18,63,Male,UK
202,Song U,Artist U,Album U,2022-09-04,Jazz,0.4,0.6,11,-26.01,0,0.2,0.73,0.02,0.36,0.78,173.43,131297,3,38,1628,32,3,0,7,1,2024-05-12 03:18,,38,Female,Australia
203,Song V,Artist V,Album V,2022-06-21,Hip-Hop,0.49,0.38,2,-13.88,0,0.52,0.14,0.95,0.16,0.8,157.02,226937,3,60,1549,32,2,2,2,0,2024-04-05 03:18,,55,Female,Australia
204,Song W,Artist W,Album W,2016-10-10,Jazz,0.38,0.06,9,-49.7,0,0.7,0.65,0.61,0.6,0.05,108.9,283505,4,37,1233,26,3,8,2,4,2024-04-27 03:18,2024-04-27 03:18,24,Female,UK
205,Song X,Artist X,Album X,2016-11-06,Jazz,0.21,0.84,3,-43.3,0,0.36,0.49,0.48,0.29,0.96,72.6,162554,3,39,1879,20,1,0,4,5,2024-02-13 03:18,2024-02-13 03:18,19,Non-Binary,UK
206,Song Y,Artist Y,Album Y,2021-12-11,Pop,0.61,0.03,10,-53.67,1,0.48,0.36,0.69,0.64,0.44,198.08,83269,3,41,1162,9,6,3,10,0,2024-02-24 03:18,2024-02-24 03:18,50,Non-Binary,UK
207,Song Z,Artist Z,Album Z,2018-08-09,Rock,0.83,0.47,2,-8.1,0,0.57,0.91,0.56,0.92,0.94,157.24,183045,3,52,1826,35,4,6,3,3,2023-07-02 03:18,2023-07-02 03:18,35,Male,Canada
208,Song A,Artist A,Album A,2019-12-04,Jazz,0.35,0.4,1,-33.75,1,0.89,0.84,0.4,0.37,0.51,187.91,241147,4,55,1421,8,5,9,7,4,2023-08-13 03:18,2023-08-13 03:18,52,Non-Binary,Canada
209,Song B,Artist B,Album B,2016-09-05,Rock,0.7,0.53,3,-35.28,0,0.7,0.18,0.1,0.59,0.59,178.74,125967,3,11,1027,39,4,9,9,4,2023-12-30 03:18,,48,Male,Canada
210,Song C,Artist C,Album C,2024-04-16,Pop,0.13,0.93,8,-52.53,1,0.56,0.91,0.83,0.95,0.27,193.89,151669,3,78,1265,28,7,5,6,0,2023-12-21 03:18,2023-12-21 03:18,49,Male,USA
211,Song D,Artist D,Album D,2015-11-20,Classical,0.19,0.46,11,-12.45,1,0.69,0.09,0.34,0.3,0.17,130.34,83992,3,8,1288,40,2,5,6,1,2023-10-26 03:18,2023-10-26 03:18,56,Female,UK
212,Song E,Artist E,Album E,2021-04-22,Jazz,0.02,0.41,0,-52.25,1,0.76,0.88,0.24,0.79,0.15,169.55,203379,3,64,1297,33,2,2,3,1,2023-10-31 03:18,,60,Male,Germany
213,Song F,Artist F,Album F,2023-07-20,Jazz,0.13,0.34,5,-43.75,0,0.66,0.17,0.07,0.17,0.83,196.75,267340,5,24,1345,34,3,9,1,4,2023-09-05 03:18,2023-09-05 03:18,57,Male,Australia
214,Song G,Artist G,Album G,2021-08-12,Hip-Hop,0.74,0.38,3,-29.0,1,0.34,0.23,0.11,0.04,0.58,121.56,250400,3,39,1246,33,2,8,9,5,2023-11-15 03:18,,19,Male,Germany
215,Song H,Artist H,Album H,2023-02-23,Rock,0.17,0.86,1,-9.36,0,0.48,0.24,0.84,0.62,0.11,139.46,82660,5,24,1085,0,0,4,1,2,2024-02-14 03:18,,50,Female,USA
216,Song I,Artist I,Album I,2022-11-30,Jazz,0.93,0.52,3,-21.09,1,0.95,0.01,0.61,0.07,0.41,134.46,162839,5,59,1962,10,8,0,0,4,2024-02-13 03:18,2024-02-13 03:18,22,Non-Binary,USA
217,Song J,Artist J,Album J,2016-11-14,Classical,0.69,0.86,5,-7.15,0,0.94,0.89,0.04,0.11,0.82,68.91,296207,4,17,1145,15,4,5,8,2,2023-07-25 03:18,,33,Female,USA
218,Song K,Artist K,Album K,2017-11-26,Hip-Hop,0.54,0.83,4,-7.57,0,0.33,0.82,0.21,0.14,0.18,135.48,236839,3,94,1999,39,1,5,5,5,2024-04-27 03:18,,19,Non-Binary,UK
219,Song L,Artist L,Album L,2015-11-10,Hip-Hop,0.3,0.07,2,-47.07,1,0.73,0.75,0.64,0.52,0.5,78.26,285411,3,39,1589,48,7,1,1,3,2023-12-19 03:18,,59,Non-Binary,USA
220,Song M,Artist M,Album M,2021-02-08,Pop,0.78,0.72,4,-54.64,1,0.97,0.75,0.82,0.04,0.63,80.99,288357,4,12,1402,5,10,0,10,3,2023-10-01 03:18,,57,Non-Binary,Germany
221,Song N,Artist N,Album N,2020-08-31,Hip-Hop,0.27,0.52,7,-42.05,0,0.91,0.73,0.87,0.82,0.88,105.44,113931,4,46,1639,14,8,1,6,3,2024-04-16 03:18,,53,Female,Canada
222,Song O,Artist O,Album O,2024-04-01,Pop,0.85,0.02,10,-22.64,0,0.43,0.57,0.27,0.85,0.99,175.69,221484,3,73,1551,35,6,3,1,0,2023-10-04 03:18,,45,Female,Canada
223,Song P,Artist P,Album P,2016-04-21,Hip-Hop,0.41,0.21,8,-41.27,0,0.6,0.49,0.54,0.53,0.5,105.74,112597,4,21,1865,12,7,8,0,0,2024-04-21 03:18,2024-04-21 03:18,34,Non-Binary,USA
224,Song Q,Artist Q,Album Q,2020-08-23,Classical,0.3,0.86,4,-45.24,1,0.33,0.6,0.61,0.08,0.73,118.51,283328,3,74,1200,20,2,6,6,5,2024-06-08 03:18,,48,Male,Australia
225,Song R,Artist R,Album R,2016-03-11,Hip-Hop,0.13,0.78,10,-59.26,0,0.0,0.81,0.38,0.46,0.52,94.84,119944,3,59,1247,1,3,1,10,3,2023-08-21 03:18,,61,Male,Germany
226,Song S,Artist S,Album S,2024-05-06,Hip-Hop,0.19,0.79,6,-56.08,1,0.82,0.6,0.72,0.81,0.29,158.39,291705,4,85,1651,0,10,2,3,2,2024-05-31 03:18,2024-05-31 03:18,41,Non-Binary,Canada
227,Song T,Artist T,Album T,2021-07-24,Jazz,0.55,0.23,2,-4.46,0,0.38,0.07,0.13,0.61,0.22,168.08,78902,3,6,1288,2,4,0,5,2,2024-03-03 03:18,,34,Female,Germany
228,Song U,Artist U,Album U,2022-05-08,Hip-Hop,0.54,0.91,3,-19.26,1,0.07,0.93,0.12,0.97,0.59,176.59,204426,5,94,1486,43,10,6,10,3,2023-12-14 03:18,,56,Non-Binary,UK
229,Song V,Artist V,Album V,2019-09-07,Jazz,0.49,0.96,7,-36.63,1,0.62,0.12,0.05,0.29,0.45,134.95,147262,3,13,1985,36,0,1,9,0,2024-03-25 03:18,,22,Male,Canada
230,Song W,Artist W,Album W,2021-09-10,Jazz,0.25,0.11,5,-25.61,0,0.69,0.06,0.67,0.33,0.18,63.17,88370,3,40,1650,42,8,5,10,1,2024-01-27 03:18,,29,Female,Australia
231,Song X,Artist X,Album X,2018-08-20,Hip-Hop,0.61,0.17,1,-33.71,0,0.63,0.06,0.4,0.8,0.67,107.99,293902,5,24,1760,21,0,7,7,5,2024-05-23 03:18,2024-05-23 03:18,24,Non-Binary,UK
232,Song Y,Artist Y,Album Y,2022-10-04,Rock,0.05,0.57,1,-40.71,0,0.17,0.87,0.18,0.64,0.3,181.12,226241,5,27,1198,4,10,6,5,1,2024-02-05 03:18,,41,Non-Binary,Germany
233,Song Z,Artist Z,Album Z,2015-10-09,Pop,0.28,0.47,9,-53.78,1,0.44,0.5,0.77,0.07,0.44,153.54,181748,4,98,1191,42,1,3,6,1,2024-04-02 03:18,2024-04-02 03:18,58,Male,USA
234,Song A,Artist A,Album A,2018-06-29,Hip-Hop,0.08,0.04,9,-7.45,1,0.85,0.39,0.43,0.7,0.93,134.65,117104,4,94,1739,34,6,3,0,5,2024-03-17 03:18,2024-03-17 03:18,43,Female,Germany
235,Song B,Artist B,Album B,2016-03-29,Classical,0.37,0.69,5,-45.53,0,0.53,0.92,0.53,0.91,0.46,141.85,274064,5,5,1372,25,0,3,10,5,2023-10-21 03:18,2023-10-21 03:18,49,Non-Binary,USA
236,Song C,Artist C,Album C,2020-02-22,Rock,0.07,0.95,6,-19.1,1,0.57,0.5,0.94,0.16,1.0,133.96,241463,4,14,1824,45,2,0,7,3,2023-08-10 03:18,,45,Non-Binary,Canada
237,Song D,Artist D,Album D,2019-05-25,Jazz,0.13,0.62,2,-48.45,1,0.37,0.61,0.37,0.77,0.21,176.36,61178,4,5,1250,11,6,0,8,2,2024-04-01 03:18,,63,Non-Binary,Canada
